"sDm_D"	"sDm_E"	"sBn_D"	"sBn_E"	"sAn_D"	"sAn_E"
"ENSG00000237659"	0	0	0	0	0	0
"ENSG00000290840"	1	1	0	0	0	0
"ENSG00000205936"	0	0	0	0	0	0
"ENSG00000225189"	0	0	0	0	0	0
"ENSG00000305624"	0	0	0	0	0	0
"ENSG00000230073"	0	0	0	0	0	0
"ENSG00000232583"	0	0	0	0	0	0
"ENSG00000309393"	0	0	0	0	0	0
"ENSG00000234888"	0	0	0	0	0	0
"ENSG00000235014"	0	0	0	0	0	0
"ENSG00000229238"	1	0	0	0	0	0
"ENSG00000299596"	0	0	0	0	0	0
"ENSG00000188399"	0	0	0	0	0	0
"ENSG00000294742"	0	0	0	0	0	0
"ENSG00000277146"	0	0	0	0	0	0
"ENSG00000226611"	0	0	0	0	0	0
"ENSG00000240438"	0	0	0	0	0	0
"ENSG00000237269"	0	0	0	0	0	0
"ENSG00000288057"	0	0	0	0	0	0
"ENSG00000225466"	0	0	0	0	0	0
"ENSG00000235981"	0	0	0	0	0	0
"ENSG00000299288"	0	0	0	0	0	0
"ENSG00000223698"	0	0	0	0	0	0
"ENSG00000297966"	0	0	0	0	0	0
"ENSG00000242854"	0	0	0	0	0	0
"ENSG00000244231"	0	0	0	0	0	0
"ENSG00000172342"	0	0	0	0	0	0
"ENSG00000284071"	0	0	0	0	0	0
"ENSG00000296017"	0	0	0	0	0	0
"ENSG00000248792"	0	0	0	0	0	0
"ENSG00000293927"	0	0	0	0	0	0
"ENSG00000284380"	0	0	0	0	0	0
"ENSG00000310249"	0	0	0	0	0	0
"ENSG00000172294"	0	0	0	0	0	0
"ENSG00000240450"	0	0	0	0	0	0
"ENSG00000239304"	0	0	0	0	0	0
"ENSG00000197092"	0	0	0	0	0	0
"ENSG00000307363"	0	0	0	0	0	0
"ENSG00000235583"	0	0	0	0	0	0
"ENSG00000304207"	0	0	0	0	0	0
"ENSG00000215506"	0	0	0	0	0	0
"ENSG00000197038"	0	0	0	0	0	0
"ENSG00000299768"	0	0	0	0	0	0
"ENSG00000188656"	0	0	0	0	0	0
"ENSG00000301844"	0	0	0	0	0	0
"ENSG00000270073"	0	0	0	0	0	0
"ENSG00000293749"	0	0	0	0	0	0
"ENSG00000236786"	0	0	0	0	0	0
"ENSG00000308528"	0	0	0	0	0	0
"ENSG00000231436"	0	0	0	0	0	0
"ENSG00000309329"	0	0	0	0	0	0
"ENSG00000229208"	0	0	0	0	0	0
"ENSG00000310196"	0	0	0	0	0	0
"ENSG00000187657"	0	0	0	0	0	0
"ENSG00000309435"	0	0	0	0	0	0
"ENSG00000238235"	0	0	0	0	0	0
"ENSG00000296934"	0	0	0	0	0	0
"ENSG00000223744"	0	0	0	0	0	0
"ENSG00000295986"	0	0	0	0	0	0
"ENSG00000229725"	0	0	0	0	0	0
"ENSG00000244395"	0	0	0	0	0	0
"ENSG00000251618"	0	0	0	0	0	0
"ENSG00000242389"	0	0	0	0	0	0
"ENSG00000227444"	0	0	0	0	0	0
"ENSG00000226092"	0	0	0	0	0	0
"ENSG00000295847"	0	0	0	0	0	0
"ENSG00000237968"	0	0	0	0	0	0
"ENSG00000231159"	0	0	0	0	0	0
"ENSG00000310035"	0	0	0	0	0	0
"ENSG00000232475"	0	0	0	0	0	0
"ENSG00000229553"	0	0	0	0	0	0
"ENSG00000228850"	0	0	0	0	0	0
"ENSG00000232029"	0	0	0	0	0	0
"ENSG00000236951"	1	3	0	0	0	0
"ENSG00000131548"	0	0	0	0	0	0
"ENSG00000169800"	0	0	0	0	0	0
"ENSG00000229159"	0	0	0	0	0	0
"ENSG00000225615"	0	0	0	0	0	0
"ENSG00000229234"	0	0	0	0	0	0
"ENSG00000215560"	0	0	0	0	0	0
"ENSG00000229940"	0	0	0	0	0	0
"ENSG00000290336"	0	0	0	0	0	0
"ENSG00000243040"	0	0	0	0	0	0
"ENSG00000259247"	0	0	0	1	0	0
"ENSG00000237902"	0	0	0	0	0	0
"ENSG00000226941"	0	0	0	0	0	0
"ENSG00000235059"	3	0	0	0	0	0
"ENSG00000131538"	0	0	0	0	0	0
"ENSG00000234131"	0	0	0	0	0	0
"ENSG00000224873"	0	0	0	0	0	0
"ENSG00000230814"	0	0	0	0	0	0
"ENSG00000300637"	0	0	0	0	0	0
"ENSG00000228571"	0	0	0	0	0	0
"ENSG00000230476"	0	0	0	0	0	0
"ENSG00000273589"	0	0	0	0	0	0
"ENSG00000290348"	0	0	0	0	0	0
"ENSG00000224657"	0	0	0	0	0	0
"ENSG00000224917"	0	0	0	0	0	0
"ENSG00000298004"	0	0	0	0	0	0
"ENSG00000290724"	0	0	0	0	0	0
"ENSG00000300757"	0	0	0	0	0	0
"ENSG00000297434"	0	2	0	0	0	0
"ENSG00000310304"	0	0	0	0	0	0
"ENSG00000233522"	12	4	0	0	0	0
"ENSG00000295422"	0	0	0	0	0	0
"ENSG00000299625"	0	0	0	0	0	0
"ENSG00000293280"	0	0	0	0	0	0
"ENSG00000131007"	0	0	0	0	0	0
"ENSG00000301107"	0	0	0	0	0	0
"ENSG00000302211"	0	0	0	0	0	0
"ENSG00000295232"	0	0	0	0	0	0
"ENSG00000290716"	0	0	0	0	0	0
"ENSG00000307031"	0	0	0	0	0	0
"ENSG00000251510"	0	0	0	0	0	0
"ENSG00000165246"	26	21	1	0	0	0
"ENSG00000067048"	8256	7049	12	7	4	1
"ENSG00000114374"	5075	4946	9	4	2	1
"ENSG00000183878"	2793	2715	10	3	0	0
"ENSG00000012817"	6725	6825	10	5	3	6
"ENSG00000067646"	1563	1308	3	2	0	0
"ENSG00000198692"	1627	1395	5	0	0	0
"ENSG00000279442"	0	0	0	0	0	1
"ENSG00000226444"	0	0	0	0	0	0
"ENSG00000236235"	0	0	0	0	0	0
"ENSG00000288262"	0	0	1	0	0	0
"ENSG00000236097"	0	0	0	0	0	0
"ENSG00000184624"	0	0	0	0	0	0
"ENSG00000229286"	0	0	0	0	0	0
"ENSG00000280341"	0	0	0	0	0	0
"ENSG00000233866"	0	0	0	0	0	0
"ENSG00000280025"	1	0	3	3	3	0
"ENSG00000279848"	4	0	0	0	0	0
"ENSG00000214526"	0	2	1	0	2	1
"ENSG00000099985"	26076	25427	14398	14691	11805	17881
"ENSG00000235786"	0	1	0	0	0	4
"ENSG00000231405"	0	0	0	0	0	0
"ENSG00000234891"	0	0	0	0	0	0
"ENSG00000100365"	6897	6641	5881	6001	5774	4481
"ENSG00000235485"	0	0	0	0	0	0
"ENSG00000100346"	1883	2189	5159	4160	2182	1967
"ENSG00000232464"	0	0	0	0	0	0
"ENSG00000279440"	0	0	0	0	0	0
"ENSG00000279699"	39	45	58	52	39	44
"ENSG00000234979"	0	0	0	0	0	0
"ENSG00000268812"	5	16	3	8	2	3
"ENSG00000176177"	35	43	32	27	32	26
"ENSG00000128342"	688	754	466	466	284	421
"ENSG00000286801"	0	0	0	0	0	0
"ENSG00000232050"	0	0	0	0	0	0
"ENSG00000232897"	0	0	0	0	0	0
"ENSG00000235154"	0	0	0	0	0	0
"ENSG00000228807"	7	6	3	1	1	0
"ENSG00000288540"	0	0	0	0	0	0
"ENSG00000226024"	0	0	0	0	0	0
"ENSG00000279182"	0	0	0	0	0	0
"ENSG00000100106"	2909	3298	2536	2457	2104	2379
"ENSG00000235647"	0	0	1	1	2	2
"ENSG00000277232"	57	74	53	37	38	51
"ENSG00000280312"	0	0	0	0	1	0
"ENSG00000279712"	0	0	0	0	0	0
"ENSG00000279833"	855	813	954	702	494	688
"ENSG00000188636"	4068	4261	2431	2114	2569	3586
"ENSG00000279642"	5	1	6	0	0	0
"ENSG00000224856"	0	1	2	1	3	0
"ENSG00000278890"	0	0	0	0	1	0
"ENSG00000285623"	0	0	0	0	0	0
"ENSG00000280216"	8	7	6	0	9	3
"ENSG00000130943"	35	26	22	29	29	39
"ENSG00000236611"	1	6	0	0	0	0
"ENSG00000227009"	22	25	3	1	17	12
"ENSG00000236079"	0	0	0	0	0	0
"ENSG00000237387"	3	5	2	4	16	7
"ENSG00000279914"	0	0	1	0	2	0
"ENSG00000224003"	35	55	100	66	173	93
"ENSG00000224794"	8	0	8	2	17	0
"ENSG00000138944"	54	52	7	13	22	3
"ENSG00000203527"	2	0	1	0	1	0
"ENSG00000220702"	0	0	1	0	0	0
"ENSG00000285855"	0	0	0	0	0	0
"ENSG00000285707"	0	0	0	0	0	0
"ENSG00000278960"	0	0	0	0	0	0
"ENSG00000276138"	0	0	0	0	0	0
"ENSG00000276871"	0	0	0	0	0	0
"ENSG00000278188"	0	0	0	0	0	0
"ENSG00000277248"	0	0	0	0	0	0
"ENSG00000222585"	6	11	13	6	10	37
"ENSG00000200443"	0	0	0	0	0	0
"ENSG00000223056"	0	0	0	0	0	0
"ENSG00000201209"	0	0	0	0	0	0
"ENSG00000199797"	0	0	0	0	0	0
"ENSG00000276162"	0	0	0	0	0	1
"ENSG00000209482"	35	32	14	12	12	7
"ENSG00000276753"	0	0	0	0	0	0
"ENSG00000209480"	0	0	0	0	0	0
"ENSG00000263764"	0	0	0	0	0	0
"ENSG00000266887"	0	0	0	0	0	0
"ENSG00000266508"	0	0	0	0	0	0
"ENSG00000201078"	1	0	1	1	0	7
"ENSG00000230120"	0	0	0	0	0	5
"ENSG00000275656"	0	0	0	0	0	0
"ENSG00000254127"	5	3	9	1	0	0
"ENSG00000242082"	4	6	2	4	1	0
"ENSG00000214076"	0	0	0	0	0	0
"ENSG00000273325"	3	1	0	0	1	0
"ENSG00000234626"	0	0	0	0	0	0
"ENSG00000128276"	1	2	0	0	0	0
"ENSG00000271093"	0	0	0	0	0	0
"ENSG00000274617"	0	0	0	0	0	0
"ENSG00000274170"	0	0	0	0	0	0
"ENSG00000230736"	50	32	28	35	19	16
"ENSG00000243519"	3	2	0	4	1	2
"ENSG00000241954"	26	5	21	18	36	18
"ENSG00000232218"	7	21	9	21	25	6
"ENSG00000227519"	0	0	0	0	0	0
"ENSG00000240647"	0	0	0	0	0	0
"ENSG00000230203"	1	1	0	0	0	0
"ENSG00000221760"	0	1	2	1	0	0
"ENSG00000196431"	6	3	3	1	0	1
"ENSG00000252412"	5	4	2	6	6	2
"ENSG00000226233"	20	18	8	20	9	8
"ENSG00000215464"	1	0	2	0	0	5
"ENSG00000258555"	2	2	10	4	4	5
"ENSG00000286070"	1	0	0	0	1	0
"ENSG00000230947"	5	6	4	0	11	1
"ENSG00000284233"	0	0	0	0	0	0
"ENSG00000224806"	0	0	0	0	2	0
"ENSG00000224334"	3	1	1	0	0	0
"ENSG00000237601"	0	0	0	0	0	0
"ENSG00000182351"	0	0	0	0	0	0
"ENSG00000133454"	18	14	40	10	16	2
"ENSG00000228599"	6	12	10	6	2	8
"ENSG00000284431"	12	1	8	0	4	2
"ENSG00000227413"	15	5	13	12	1	17
"ENSG00000172912"	0	0	4	2	4	11
"ENSG00000230071"	56	38	37	41	38	42
"ENSG00000264661"	0	1	0	1	0	0
"ENSG00000237977"	0	0	0	0	0	0
"ENSG00000276664"	0	0	0	0	0	0
"ENSG00000276057"	0	0	0	0	0	0
"ENSG00000276965"	0	0	0	0	0	0
"ENSG00000275307"	0	0	0	0	0	0
"ENSG00000269987"	0	0	0	0	0	0
"ENSG00000269972"	0	0	0	0	0	0
"ENSG00000278008"	0	0	0	0	0	0
"ENSG00000239989"	0	0	0	0	0	0
"ENSG00000234764"	2	0	1	0	0	0
"ENSG00000283809"	0	0	0	0	0	0
"ENSG00000283583"	0	0	0	0	0	0
"ENSG00000237517"	0	0	0	0	0	0
"ENSG00000283366"	0	0	0	0	0	0
"ENSG00000270393"	0	0	0	0	0	0
"ENSG00000206739"	9	8	14	8	1	12
"ENSG00000273311"	125	128	143	107	69	123
"ENSG00000237347"	13	4	0	7	4	17
"ENSG00000281530"	42	66	70	39	32	20
"ENSG00000232710"	16	8	25	24	23	38
"ENSG00000281538"	103	86	72	58	43	35
"ENSG00000179750"	23	18	18	26	12	6
"ENSG00000284554"	0	0	0	0	0	0
"ENSG00000259421"	11	6	5	6	2	4
"ENSG00000228045"	0	0	0	0	0	0
"ENSG00000264757"	2	3	8	7	9	6
"ENSG00000243156"	1562	1845	1425	982	598	770
"ENSG00000093100"	2	4	1	3	0	7
"ENSG00000286990"	19	24	29	27	32	10
"ENSG00000207780"	1	0	0	1	0	2
"ENSG00000235445"	3	1	0	4	7	0
"ENSG00000234913"	3	4	3	7	3	0
"ENSG00000237446"	0	0	0	0	0	0
"ENSG00000236890"	2	2	11	7	3	0
"ENSG00000235617"	0	0	0	0	0	0
"ENSG00000225225"	0	0	0	0	0	0
"ENSG00000100312"	1	0	0	2	0	0
"ENSG00000213683"	3	1	4	2	0	0
"ENSG00000228622"	0	0	0	0	0	0
"ENSG00000233632"	0	0	0	0	0	0
"ENSG00000230741"	0	0	1	0	0	0
"ENSG00000266012"	0	0	0	0	0	0
"ENSG00000253007"	0	0	0	0	0	0
"ENSG00000281295"	0	0	0	0	0	0
"ENSG00000232081"	0	0	0	0	0	3
"ENSG00000230634"	1	0	0	0	0	0
"ENSG00000232073"	0	0	0	0	0	0
"ENSG00000075275"	3780	4343	3444	3256	3093	4775
"ENSG00000188677"	1141	1312	697	642	1648	2461
"ENSG00000236831"	0	0	0	0	0	0
"ENSG00000235759"	0	0	0	0	0	0
"ENSG00000215268"	0	0	0	0	0	0
"ENSG00000213727"	0	0	0	0	0	0
"ENSG00000230643"	0	0	0	0	0	0
"ENSG00000276800"	0	1	3	0	0	3
"ENSG00000252143"	0	0	2	0	0	0
"ENSG00000222352"	3	0	2	3	8	5
"ENSG00000275293"	0	0	0	0	0	0
"ENSG00000199865"	0	0	0	0	0	0
"ENSG00000273424"	23	27	33	31	33	8
"ENSG00000200332"	6	4	1	0	4	0
"ENSG00000100138"	5466	5697	4327	4128	5710	6636
"ENSG00000285531"	83	82	95	48	64	70
"ENSG00000207457"	14	9	10	7	8	7
"ENSG00000231261"	0	0	0	0	0	0
"ENSG00000252603"	0	0	0	0	0	0
"ENSG00000266503"	0	0	0	0	0	0
"ENSG00000232926"	105	67	81	54	49	71
"ENSG00000284031"	0	0	0	0	0	0
"ENSG00000208023"	0	0	0	2	5	0
"ENSG00000236540"	352	333	320	228	396	310
"ENSG00000268292"	0	0	0	0	0	0
"ENSG00000277950"	19	22	7	12	15	8
"ENSG00000284140"	0	0	0	0	0	0
"ENSG00000284464"	0	0	0	0	0	0
"ENSG00000243762"	0	0	0	0	0	0
"ENSG00000278278"	0	0	0	0	0	0
"ENSG00000264346"	0	0	0	0	0	0
"ENSG00000234409"	76	83	48	30	24	43
"ENSG00000233471"	7	0	0	2	1	0
"ENSG00000287146"	22	26	14	14	25	18
"ENSG00000244296"	7	4	5	1	2	8
"ENSG00000273300"	0	0	0	0	0	0
"ENSG00000273212"	6	7	9	11	6	23
"ENSG00000230485"	0	0	0	0	0	0
"ENSG00000284874"	3	2	2	0	0	0
"ENSG00000235776"	6	4	5	5	3	7
"ENSG00000040608"	125	164	88	70	96	80
"ENSG00000221039"	1	1	0	0	0	7
"ENSG00000161132"	17	30	33	25	14	32
"ENSG00000273343"	47	28	49	57	39	37
"ENSG00000184470"	1309	1240	1338	1172	1405	1272
"ENSG00000280395"	0	0	0	0	0	6
"ENSG00000073150"	1195	1668	695	681	441	1426
"ENSG00000206813"	0	0	0	1	0	0
"ENSG00000207932"	3	0	2	1	0	2
"ENSG00000283829"	0	0	0	0	0	0
"ENSG00000286659"	1	6	0	0	2	0
"ENSG00000238498"	0	0	0	0	0	0
"ENSG00000238584"	0	0	0	0	0	0
"ENSG00000273176"	13	4	11	4	11	8
"ENSG00000266320"	16	1	15	17	13	3
"ENSG00000274280"	6	4	11	11	3	15
"ENSG00000282602"	2	1	9	1	0	0
"ENSG00000282041"	0	0	0	10	0	0
"ENSG00000100292"	15890	18412	13787	17814	21622	21578
"ENSG00000166862"	0	0	0	0	0	0
"ENSG00000100191"	3	5	3	4	6	5
"ENSG00000100298"	459	617	176	130	477	392
"ENSG00000185264"	0	0	0	0	0	0
"ENSG00000279738"	256	207	201	169	211	220
"ENSG00000207227"	0	0	0	0	0	0
"ENSG00000278948"	138	75	68	72	109	94
"ENSG00000272582"	17	9	13	6	9	10
"ENSG00000284289"	0	0	0	0	0	0
"ENSG00000284266"	9	8	1	7	5	6
"ENSG00000222044"	1	14	8	4	5	13
"ENSG00000273214"	0	0	0	0	0	2
"ENSG00000233739"	0	0	0	0	0	0
"ENSG00000272720"	48	52	40	16	19	30
"ENSG00000161180"	41	57	40	23	26	52
"ENSG00000273342"	3	3	4	3	14	13
"ENSG00000212102"	0	0	0	0	0	0
"ENSG00000283871"	0	0	0	0	0	1
"ENSG00000284630"	0	0	0	0	0	0
"ENSG00000284651"	0	0	0	0	0	0
"ENSG00000284654"	0	0	0	0	0	0
"ENSG00000100023"	5268	6225	5085	4360	4029	4917
"ENSG00000100027"	1098	1150	529	485	644	664
"ENSG00000286365"	60	46	21	11	18	38
"ENSG00000244671"	38	18	18	13	20	38
"ENSG00000286127"	18	12	9	8	15	10
"ENSG00000207343"	0	0	0	0	0	0
"ENSG00000277971"	0	0	0	0	0	0
"ENSG00000215493"	52	60	92	49	37	36
"ENSG00000255156"	8	6	6	15	14	14
"ENSG00000201916"	22	10	16	16	15	14
"ENSG00000242876"	12	13	9	20	26	8
"ENSG00000236670"	33	35	58	46	46	56
"ENSG00000272787"	21	19	22	25	12	40
"ENSG00000224205"	0	0	0	0	0	0
"ENSG00000250470"	0	0	0	0	0	0
"ENSG00000232545"	139	174	202	91	33	93
"ENSG00000226772"	2	2	8	4	1	7
"ENSG00000200871"	0	0	2	0	0	0
"ENSG00000251952"	0	0	1	0	0	0
"ENSG00000237015"	49	49	49	46	48	28
"ENSG00000273216"	21	14	23	10	23	6
"ENSG00000280968"	4	4	1	6	5	0
"ENSG00000239127"	0	0	0	0	0	0
"ENSG00000100285"	1657	2568	550	526	139	403
"ENSG00000282816"	0	0	0	0	0	0
"ENSG00000234208"	1	3	3	1	2	1
"ENSG00000233010"	32	30	16	15	41	50
"ENSG00000200976"	0	0	1	0	0	0
"ENSG00000287967"	19	15	11	5	18	15
"ENSG00000248751"	1	0	3	5	1	0
"ENSG00000100003"	180	222	253	182	144	228
"ENSG00000249590"	0	0	0	0	0	0
"ENSG00000273350"	7	17	10	13	10	9
"ENSG00000222915"	0	0	3	2	5	0
"ENSG00000272689"	1	4	3	2	0	4
"ENSG00000230137"	0	0	1	0	0	0
"ENSG00000214161"	0	0	0	0	0	0
"ENSG00000225774"	5	1	2	2	2	0
"ENSG00000223831"	0	4	0	0	0	0
"ENSG00000251357"	0	0	0	0	0	0
"ENSG00000244425"	19	14	47	19	11	7
"ENSG00000273295"	106	107	126	96	162	209
"ENSG00000225282"	8	11	10	5	6	17
"ENSG00000206090"	0	0	0	0	0	0
"ENSG00000273068"	0	0	0	0	0	0
"ENSG00000238153"	0	0	0	0	0	0
"ENSG00000224279"	0	0	0	0	0	0
"ENSG00000230912"	50	31	33	16	27	26
"ENSG00000287219"	4	1	1	3	7	0
"ENSG00000229598"	53	46	35	30	15	20
"ENSG00000244491"	0	0	0	0	0	0
"ENSG00000230149"	75	85	82	98	45	62
"ENSG00000273096"	112	114	94	79	74	62
"ENSG00000225450"	11	11	22	18	22	8
"ENSG00000272669"	232	149	260	287	162	152
"ENSG00000273076"	35	34	33	27	17	16
"ENSG00000227484"	0	3	4	1	0	5
"ENSG00000206203"	0	0	0	0	0	0
"ENSG00000063515"	1	0	1	0	5	5
"ENSG00000276160"	0	0	0	0	0	0
"ENSG00000276874"	0	0	0	0	0	0
"ENSG00000275060"	0	0	0	0	0	0
"ENSG00000237472"	0	0	0	0	0	0
"ENSG00000223679"	0	0	0	0	0	0
"ENSG00000100218"	1	2	4	2	3	0
"ENSG00000283438"	0	0	0	2	2	0
"ENSG00000275635"	0	0	0	0	0	0
"ENSG00000236794"	0	0	0	0	1	1
"ENSG00000240160"	1	5	4	0	5	5
"ENSG00000230701"	87	73	75	64	29	64
"ENSG00000288683"	1	0	0	0	0	0
"ENSG00000284197"	0	0	0	0	0	0
"ENSG00000207696"	7	11	1	4	5	8
"ENSG00000100129"	8081	7465	8695	7491	8822	11368
"ENSG00000285690"	0	0	0	0	0	0
"ENSG00000231466"	37	63	27	22	37	36
"ENSG00000272798"	3	2	0	3	9	1
"ENSG00000271138"	3	1	4	1	9	0
"ENSG00000277872"	0	1	0	0	0	0
"ENSG00000272977"	158	165	200	164	183	136
"ENSG00000272600"	0	0	0	0	0	0
"ENSG00000285314"	0	0	0	3	0	0
"ENSG00000284060"	0	0	0	0	0	0
"ENSG00000226872"	0	0	1	0	0	0
"ENSG00000207575"	4	0	0	0	0	0
"ENSG00000249680"	0	0	0	0	0	0
"ENSG00000284665"	0	0	0	0	0	0
"ENSG00000100207"	6837	7364	6560	5397	5046	6195
"ENSG00000288719"	18	25	23	20	24	19
"ENSG00000279652"	0	2	0	2	0	5
"ENSG00000279927"	0	0	0	2	0	0
"ENSG00000279217"	1	2	4	0	0	2
"ENSG00000279714"	0	0	1	0	1	0
"ENSG00000279805"	119	105	54	48	84	76
"ENSG00000233764"	1	0	0	0	0	0
"ENSG00000231576"	0	1	0	0	0	0
"ENSG00000237948"	0	0	0	0	0	0
"ENSG00000225557"	0	0	0	0	0	0
"ENSG00000237129"	0	0	0	0	0	0
"ENSG00000229088"	0	0	1	0	0	0
"ENSG00000229492"	0	0	0	0	1	1
"ENSG00000232305"	0	0	0	0	0	0
"ENSG00000217442"	11	12	7	21	5	19
"ENSG00000254413"	9	0	4	4	8	4
"ENSG00000206140"	59	37	59	63	91	121
"ENSG00000189060"	9933	10238	13306	15265	20732	36921
"ENSG00000184113"	11	11	15	16	6	6
"ENSG00000184949"	15	11	10	5	6	9
"ENSG00000183246"	25	14	15	10	19	31
"ENSG00000100249"	0	0	2	0	1	0
"ENSG00000200985"	2	0	3	0	2	3
"ENSG00000225544"	3	4	3	4	0	3
"ENSG00000100034"	6492	6579	5368	5170	7127	7627
"ENSG00000253239"	2	0	0	0	0	0
"ENSG00000211637"	130	97	64	78	50	54
"ENSG00000254355"	0	0	0	0	1	0
"ENSG00000278657"	0	0	0	1	0	0
"ENSG00000249333"	0	0	0	0	0	0
"ENSG00000211642"	203	269	58	90	24	66
"ENSG00000253794"	0	0	0	0	0	0
"ENSG00000228161"	0	0	0	0	0	0
"ENSG00000253874"	0	0	0	0	0	0
"ENSG00000254075"	0	0	0	0	0	3
"ENSG00000254161"	0	0	0	0	1	0
"ENSG00000253242"	0	0	0	0	0	0
"ENSG00000253752"	0	0	6	0	3	4
"ENSG00000253823"	2	0	1	0	4	0
"ENSG00000275361"	2	0	2	0	0	0
"ENSG00000211638"	71	89	62	107	110	68
"ENSG00000225741"	0	1	4	3	1	0
"ENSG00000263366"	23	9	65	47	13	5
"ENSG00000236118"	0	0	0	0	0	0
"ENSG00000233720"	0	0	0	1	0	0
"ENSG00000211639"	44	50	19	27	7	25
"ENSG00000227710"	0	0	0	1	0	3
"ENSG00000224465"	3	1	0	0	0	0
"ENSG00000254308"	0	0	2	0	0	0
"ENSG00000253637"	0	3	0	0	0	0
"ENSG00000236323"	0	0	0	0	0	0
"ENSG00000211640"	137	200	93	78	132	200
"ENSG00000253126"	1	0	0	0	3	0
"ENSG00000211641"	0	0	2	0	0	0
"ENSG00000253935"	0	0	0	0	0	0
"ENSG00000228050"	4	2	1	6	2	2
"ENSG00000234726"	0	0	0	0	0	0
"ENSG00000279278"	238	323	621	413	110	146
"ENSG00000274422"	463	460	515	556	232	208
"ENSG00000234630"	90	101	145	102	17	30
"ENSG00000286129"	116	87	122	99	32	41
"ENSG00000272779"	16	16	15	12	14	3
"ENSG00000211643"	6	11	12	21	4	1
"ENSG00000211644"	12	4	6	9	5	12
"ENSG00000211645"	11	12	18	12	0	0
"ENSG00000225724"	3	2	8	3	1	0
"ENSG00000223350"	39	49	6	20	17	46
"ENSG00000232515"	0	0	0	0	0	0
"ENSG00000211647"	10	10	3	2	1	5
"ENSG00000211648"	298	307	160	125	161	264
"ENSG00000237428"	1	0	0	0	2	0
"ENSG00000211649"	94	167	62	28	50	73
"ENSG00000232603"	0	0	0	0	0	0
"ENSG00000211650"	88	139	28	9	119	123
"ENSG00000211651"	548	694	375	348	342	335
"ENSG00000211652"	46	50	25	47	119	107
"ENSG00000254175"	0	0	0	0	0	0
"ENSG00000254073"	0	0	0	0	0	0
"ENSG00000253818"	2	7	0	1	0	0
"ENSG00000211653"	435	554	255	214	171	211
"ENSG00000224144"	0	0	0	0	0	0
"ENSG00000253889"	0	0	0	0	0	0
"ENSG00000211654"	2	2	3	20	0	0
"ENSG00000211655"	73	49	26	26	9	4
"ENSG00000230821"	1	0	0	0	0	0
"ENSG00000253631"	0	0	0	0	0	0
"ENSG00000226595"	0	0	0	0	0	0
"ENSG00000234965"	20	27	27	38	22	17
"ENSG00000233157"	1	2	0	0	0	0
"ENSG00000180150"	0	0	0	0	0	0
"ENSG00000233388"	1	2	0	0	2	4
"ENSG00000273044"	0	2	0	0	0	1
"ENSG00000268818"	0	0	0	0	1	0
"ENSG00000228587"	0	0	0	0	0	0
"ENSG00000226336"	0	0	0	0	0	0
"ENSG00000128313"	0	0	3	0	3	0
"ENSG00000237406"	1	0	1	1	0	0
"ENSG00000278420"	0	0	0	0	0	0
"ENSG00000237668"	3	4	0	0	0	0
"ENSG00000214491"	22	8	3	2	11	21
"ENSG00000271181"	6	7	2	4	0	3
"ENSG00000100053"	48	62	44	29	28	21
"ENSG00000236641"	7	4	3	3	1	0
"ENSG00000279298"	0	0	0	0	0	0
"ENSG00000073169"	2901	2827	2544	2265	2202	2131
"ENSG00000130538"	0	0	0	0	0	0
"ENSG00000100154"	246	280	233	152	108	242
"ENSG00000276950"	0	0	0	0	1	0
"ENSG00000184459"	2	0	0	1	1	0
"ENSG00000128165"	353	436	471	404	298	314
"ENSG00000272858"	19	26	28	9	9	12
"ENSG00000224256"	4	9	7	6	8	11
"ENSG00000283990"	0	0	0	0	0	0
"ENSG00000284175"	0	0	0	0	0	0
"ENSG00000284520"	0	0	0	0	0	0
"ENSG00000280384"	23	33	18	14	17	20
"ENSG00000202058"	83	60	48	40	72	27
"ENSG00000251913"	0	0	0	0	0	0
"ENSG00000289517"	0	0	0	0	0	0
"ENSG00000200448"	1	1	3	0	0	1
"ENSG00000234009"	37	37	37	30	44	24
"ENSG00000274717"	42	64	36	49	20	28
"ENSG00000226989"	4	13	8	5	5	27
"ENSG00000252225"	0	0	2	0	0	0
"ENSG00000188078"	0	0	0	0	0	0
"ENSG00000229971"	0	0	0	0	0	0
"ENSG00000261675"	0	0	0	0	0	0
"ENSG00000184571"	0	0	0	0	0	0
"ENSG00000128253"	45	24	44	35	12	6
"ENSG00000288861"	169	169	41	59	136	112
"ENSG00000288777"	0	0	1	0	0	0
"ENSG00000183307"	420	447	481	319	922	1391
"ENSG00000273442"	16	15	1	1	3	1
"ENSG00000235328"	32	29	33	20	13	37
"ENSG00000188263"	23	17	29	34	9	12
"ENSG00000236325"	5	2	4	2	4	7
"ENSG00000203416"	29	28	30	14	24	32
"ENSG00000231004"	0	0	0	0	0	0
"ENSG00000239547"	0	0	0	0	0	0
"ENSG00000287864"	0	0	0	0	0	0
"ENSG00000225413"	0	0	0	0	0	0
"ENSG00000128322"	0	1	1	4	0	0
"ENSG00000272733"	71	76	45	48	25	18
"ENSG00000278655"	14	16	12	17	5	3
"ENSG00000275609"	17	38	25	12	14	5
"ENSG00000239511"	1	0	0	0	0	0
"ENSG00000224688"	0	0	0	0	0	0
"ENSG00000234503"	0	0	0	0	0	0
"ENSG00000187905"	1	0	2	0	0	0
"ENSG00000238125"	0	0	0	0	0	0
